shipment_sk,shipped_date_sk,delivered_date_sk,customer_sk,channel_sk,store_sk,ship_addr_sk,status,carrier,tracking_number
2317,,,1445,1,,1980,CANCELLED,Correo Argentino,
2318,17,19,18,1,,2215,DELIVERED,Correo Argentino,TRK-SSIZJ0UN5A
2319,100,105,975,1,,864,DELIVERED,Correo Argentino,TRK-21A3HZL2UK
2320,407,408,304,2,3,3,DELIVERED,PICKUP,
2321,374,378,1199,1,,1954,DELIVERED,Correo Argentino,TRK-R8Q6OT3BS5
2322,113,114,437,2,2,2,DELIVERED,PICKUP,
2323,174,177,424,1,,307,DELIVERED,Correo Argentino,TRK-7CYDS1D5R6
2324,246,248,1364,1,,2517,DELIVERED,Correo Argentino,TRK-2ZHCZJDZ6A
2325,453,455,979,1,,498,DELIVERED,Correo Argentino,TRK-NN636WK3HO
2326,550,553,110,1,,1593,DELIVERED,Correo Argentino,TRK-GK3Z8X8VHC
2327,320,322,751,1,,1981,DELIVERED,Correo Argentino,TRK-ATXZEY83B8
2328,181,184,1427,1,,2942,DELIVERED,Correo Argentino,TRK-NE6TBVPPY9
2329,442,447,252,1,,862,DELIVERED,Correo Argentino,TRK-47TWRKKHX4
2330,,,846,2,2,2,CANCELLED,PICKUP,
2331,432,437,1183,1,,2182,DELIVERED,Correo Argentino,TRK-L0JZFEAXJ5
2332,541,545,874,1,,1482,DELIVERED,Correo Argentino,TRK-AS3NGPWBWH
2333,580,583,469,1,,2212,DELIVERED,Correo Argentino,TRK-VQKREUVI6Q
2334,497,501,637,1,,2892,DELIVERED,Correo Argentino,TRK-G22UTXEO28
2335,527,528,1068,2,3,3,DELIVERED,PICKUP,
2336,587,588,1230,2,3,3,DELIVERED,PICKUP,
2337,456,461,249,1,,2535,DELIVERED,Correo Argentino,TRK-SJNEFPKVQO
2338,337,340,390,1,,1186,DELIVERED,Correo Argentino,TRK-BDTWH7F0X3
2339,40,41,162,2,2,2,SHIPPED,PICKUP,
2340,436,437,493,2,1,1,SHIPPED,PICKUP,
2341,283,287,1231,1,,2489,SHIPPED,Correo Argentino,TRK-62EHL0CPLX
2342,308,310,382,1,,1626,READY,Correo Argentino,TRK-4Y5DEEEFAV
2343,440,445,887,1,,2622,DELIVERED,Correo Argentino,TRK-T11OS74GRO
2344,368,373,949,1,,1012,DELIVERED,Correo Argentino,TRK-53YCZQ6I26
2345,290,295,78,1,,2221,DELIVERED,Correo Argentino,TRK-SH414J3D56
2346,258,262,747,1,,1686,DELIVERED,Correo Argentino,TRK-2F0J72WZUQ
2347,152,156,138,1,,3032,DELIVERED,Correo Argentino,TRK-IUDPMTSQB7
2348,603,608,1058,1,,2925,DELIVERED,Correo Argentino,TRK-GN40W7D53O
2349,532,533,189,2,2,2,DELIVERED,PICKUP,
2350,,,507,1,,1671,CANCELLED,Correo Argentino,
2351,132,133,1374,2,4,4,DELIVERED,PICKUP,
2352,367,370,85,1,,2637,DELIVERED,Correo Argentino,TRK-EXZA43MVKP
2353,220,222,239,1,,2480,DELIVERED,Correo Argentino,TRK-HPH13SHWHV
2354,183,185,17,1,,334,DELIVERED,Correo Argentino,TRK-0GLM2H782V
2355,90,92,351,1,,2468,DELIVERED,Correo Argentino,TRK-GZOQZ05YR3
2356,161,165,1421,1,,2575,DELIVERED,Correo Argentino,TRK-TQVCHWWOSO
2357,150,151,719,2,2,2,SHIPPED,PICKUP,
2358,,,58,1,,377,CANCELLED,Correo Argentino,
2359,258,262,245,1,,339,DELIVERED,Correo Argentino,TRK-6FP0F05043
2360,595,596,1320,2,2,2,DELIVERED,PICKUP,
2361,336,337,947,2,1,1,DELIVERED,PICKUP,
2362,280,283,29,1,,2563,DELIVERED,Correo Argentino,TRK-5YM8QWZY6H
2363,199,202,375,1,,2510,DELIVERED,Correo Argentino,TRK-QDNHTU631J
2364,42,44,314,1,,1875,DELIVERED,Correo Argentino,TRK-9GI1YM1BTC
2365,478,481,974,1,,593,DELIVERED,Correo Argentino,TRK-L26HP2YZ85
2366,250,252,345,1,,680,DELIVERED,Correo Argentino,TRK-2NCW3Z2798
2367,462,465,1331,1,,720,DELIVERED,Correo Argentino,TRK-2WBW3JQ6NW
2368,237,238,1008,2,1,1,DELIVERED,PICKUP,
2369,569,570,588,2,4,4,DELIVERED,PICKUP,
2370,446,448,274,1,,2328,SHIPPED,Correo Argentino,TRK-00QH7D3UYH
2371,236,237,1488,2,2,2,SHIPPED,PICKUP,
2372,201,204,1089,1,,3041,SHIPPED,Correo Argentino,TRK-JFF3HVOR3H
2373,197,200,1472,1,,452,DELIVERED,Correo Argentino,TRK-Q6M2YWDKVB
2374,397,400,1294,1,,2398,DELIVERED,Correo Argentino,TRK-CAMXICG161
2375,449,450,10,2,2,2,DELIVERED,PICKUP,
2376,,,905,1,,381,CANCELLED,Correo Argentino,
2377,331,334,392,1,,1805,SHIPPED,Correo Argentino,TRK-PW69OIURF2
2378,293,298,872,1,,2980,DELIVERED,Correo Argentino,TRK-D5AJTPW0JJ
2379,112,115,825,1,,1299,DELIVERED,Correo Argentino,TRK-GBU00E9MC9
2380,132,133,625,2,3,3,DELIVERED,PICKUP,
2381,58,60,1389,1,,932,DELIVERED,Correo Argentino,TRK-JDXS0URSBB
2382,141,145,5,1,,452,DELIVERED,Correo Argentino,TRK-DLNHCYKDJK
2383,154,155,74,2,1,1,DELIVERED,PICKUP,
2384,622,624,805,1,,3076,DELIVERED,Correo Argentino,TRK-GYQFCU4YNF
2385,265,267,893,1,,2945,DELIVERED,Correo Argentino,TRK-SGEKOMUNAN
2386,477,482,347,1,,258,DELIVERED,Correo Argentino,TRK-HJNFUNESRO
2387,101,102,705,2,4,4,DELIVERED,PICKUP,
2388,77,80,1342,1,,285,DELIVERED,Correo Argentino,TRK-UC73QFLJ6P
2389,520,526,97,1,,1129,DELIVERED,Correo Argentino,TRK-YU829UUGHL
2390,136,137,1308,2,1,1,DELIVERED,PICKUP,
2391,170,171,714,2,1,1,DELIVERED,PICKUP,
2392,588,592,1357,1,,532,DELIVERED,Correo Argentino,TRK-XNP3ZRCDXC
2393,610,612,1092,1,,2350,DELIVERED,Correo Argentino,TRK-CUGKAZ1PAI
2394,504,505,513,2,1,1,SHIPPED,PICKUP,
2395,491,492,263,2,2,2,DELIVERED,PICKUP,
2396,624,625,437,2,4,4,DELIVERED,PICKUP,
2397,9,13,1216,1,,1111,SHIPPED,Correo Argentino,TRK-G4JQR5DT2V
2398,167,168,1391,2,3,3,DELIVERED,PICKUP,
2399,104,108,348,1,,246,DELIVERED,Correo Argentino,TRK-2E2VR9C0O1
2400,357,359,429,1,,438,DELIVERED,Correo Argentino,TRK-Z80713T7YK
2401,605,606,388,2,3,3,DELIVERED,PICKUP,
2402,233,235,1062,1,,3104,DELIVERED,Correo Argentino,TRK-LAISUFL476
2403,10,13,536,1,,2838,DELIVERED,Correo Argentino,TRK-AJUQ2L6ZB1
2404,323,327,516,1,,467,DELIVERED,Correo Argentino,TRK-JQC991JBQ6
2405,423,424,1025,2,3,3,DELIVERED,PICKUP,
2406,16,17,1405,2,1,1,DELIVERED,PICKUP,
2407,521,525,1317,1,,1169,SHIPPED,Correo Argentino,TRK-90FKDG7NZN
2408,20,21,1200,2,4,4,DELIVERED,PICKUP,
2409,450,451,984,2,4,4,DELIVERED,PICKUP,
2410,49,50,1465,2,4,4,SHIPPED,PICKUP,
2411,623,628,831,1,,2644,SHIPPED,Correo Argentino,TRK-5KJDU3R26Z
2412,346,351,1206,1,,2473,SHIPPED,Correo Argentino,TRK-FBO6R3Q9QL
2413,277,278,1431,2,4,4,DELIVERED,PICKUP,
2414,616,621,1288,1,,856,DELIVERED,Correo Argentino,TRK-F5IV740UND
2415,146,150,812,1,,2575,DELIVERED,Correo Argentino,TRK-H4XY1MEAOC
2416,446,449,587,1,,1717,SHIPPED,Correo Argentino,TRK-BLU0QKN78E
2417,238,239,709,2,2,2,SHIPPED,PICKUP,
2418,115,116,544,2,2,2,DELIVERED,PICKUP,
2419,503,504,1174,2,3,3,DELIVERED,PICKUP,
2420,434,439,249,1,,659,DELIVERED,Correo Argentino,TRK-R1NAZGEZH0
2421,355,359,709,1,,331,DELIVERED,Correo Argentino,TRK-4W7ACSDARX
2422,360,361,368,2,4,4,DELIVERED,PICKUP,
2423,573,575,991,1,,998,DELIVERED,Correo Argentino,TRK-D5BLAB3L9V
2424,242,243,217,2,1,1,SHIPPED,PICKUP,
2425,560,562,146,1,,280,SHIPPED,Correo Argentino,TRK-6MSCXCP6FE
2426,68,71,1376,1,,324,DELIVERED,Correo Argentino,TRK-NLEBS9H8JU
2427,184,186,583,1,,245,DELIVERED,Correo Argentino,TRK-7U6O1V0K22
2428,48,53,779,1,,754,SHIPPED,Correo Argentino,TRK-QQQCU1691A
2429,374,378,216,1,,719,DELIVERED,Correo Argentino,TRK-71SLEWGSXL
2430,564,565,1266,2,4,4,SHIPPED,PICKUP,
2431,552,554,629,1,,1505,SHIPPED,Correo Argentino,TRK-BUDC599X69
2432,372,373,245,2,4,4,DELIVERED,PICKUP,
2433,607,608,1256,2,4,4,DELIVERED,PICKUP,
2434,283,287,1195,1,,2641,DELIVERED,Correo Argentino,TRK-I9O5AS3BG1
2435,27,28,191,2,3,3,DELIVERED,PICKUP,
2436,605,608,1477,1,,82,DELIVERED,Correo Argentino,TRK-J0J3LZ2FTB
2437,93,94,464,2,4,4,DELIVERED,PICKUP,
2438,199,200,667,2,2,2,DELIVERED,PICKUP,
2439,481,483,622,1,,2110,DELIVERED,Correo Argentino,TRK-GNDDG43PO4
2440,,,866,1,,1486,CANCELLED,Correo Argentino,
2441,125,129,308,1,,1618,DELIVERED,Correo Argentino,TRK-60H04GVNU6
2442,159,160,304,2,1,1,SHIPPED,PICKUP,
2443,83,90,1405,1,,2030,DELIVERED,Correo Argentino,TRK-R6YM18UXQW
2444,390,391,1369,2,3,3,DELIVERED,PICKUP,
2445,,,849,1,,1676,CANCELLED,Correo Argentino,
2446,540,543,658,1,,1244,DELIVERED,Correo Argentino,TRK-IPPUZD9Q4J
2447,126,127,1400,2,4,4,DELIVERED,PICKUP,
2448,96,99,345,1,,1079,DELIVERED,Correo Argentino,TRK-R496BJZLCX
2449,265,267,617,1,,1946,DELIVERED,Correo Argentino,TRK-HGUEJ2QW7M
2450,270,271,219,2,4,4,DELIVERED,PICKUP,
2451,276,281,1253,1,,3000,SHIPPED,Correo Argentino,TRK-17SA1M7I0Q
2452,9,10,377,2,4,4,DELIVERED,PICKUP,
2453,336,337,577,2,2,2,DELIVERED,PICKUP,
2454,453,455,769,1,,3059,SHIPPED,Correo Argentino,TRK-XOD7VZEA8Q
2455,567,569,209,1,,2267,DELIVERED,Correo Argentino,TRK-NICID3HX9X
2456,3,10,449,1,,3201,SHIPPED,Correo Argentino,TRK-V278RILYLI
2457,168,169,859,2,1,1,DELIVERED,PICKUP,
2458,484,487,960,1,,2615,DELIVERED,Correo Argentino,TRK-T2JIE79EA9
2459,,,1120,1,,1140,CANCELLED,Correo Argentino,
2460,459,461,993,1,,666,DELIVERED,Correo Argentino,TRK-K4EF3KNZ73
2461,209,210,375,2,3,3,SHIPPED,PICKUP,
2462,332,333,421,2,2,2,SHIPPED,PICKUP,
2463,292,293,1219,2,4,4,DELIVERED,PICKUP,
2464,403,404,1418,2,1,1,DELIVERED,PICKUP,
2465,397,400,1034,1,,2094,DELIVERED,Correo Argentino,TRK-XNX0D0ZH14
2466,331,334,801,1,,1716,DELIVERED,Correo Argentino,TRK-FGL7ZYXMO4
2467,388,389,89,2,3,3,SHIPPED,PICKUP,
2468,572,573,436,2,1,1,DELIVERED,PICKUP,
2469,637,641,281,1,,94,DELIVERED,Correo Argentino,TRK-UI9QY7JE77
2470,212,215,593,1,,774,DELIVERED,Correo Argentino,TRK-RTBKIL4DZO
2471,180,181,996,2,2,2,DELIVERED,PICKUP,
2472,575,578,205,1,,1815,DELIVERED,Correo Argentino,TRK-J6JMXR929C
2473,10,15,520,1,,2323,DELIVERED,Correo Argentino,TRK-IM6GECR9GS
2474,602,605,12,1,,102,SHIPPED,Correo Argentino,TRK-4FZBCIE99S
2475,289,292,126,1,,1303,DELIVERED,Correo Argentino,TRK-2QCVROPH0K
2476,175,176,826,2,1,1,SHIPPED,PICKUP,
2477,452,456,1062,1,,2020,DELIVERED,Correo Argentino,TRK-KTXGCTFYYE
2478,19,20,382,2,3,3,READY,PICKUP,
2479,110,114,668,1,,2526,READY,Correo Argentino,TRK-ACH6VRFEMZ
2480,383,386,1049,1,,2540,DELIVERED,Correo Argentino,TRK-RVAUXAD24E
2481,188,192,1479,1,,2849,DELIVERED,Correo Argentino,TRK-92JHVJ5ZVX
2482,633,634,586,2,1,1,DELIVERED,PICKUP,
2483,387,389,983,1,,2027,DELIVERED,Correo Argentino,TRK-X2E8NC9YH8
2484,174,176,921,1,,1,DELIVERED,Correo Argentino,TRK-7VBRPNZ5HV
2485,273,279,837,1,,579,DELIVERED,Correo Argentino,TRK-95W62MNYGB
2486,615,616,1404,2,4,4,DELIVERED,PICKUP,
2487,,,605,2,4,4,CANCELLED,PICKUP,
2488,97,101,836,1,,1525,DELIVERED,Correo Argentino,TRK-2H7Y6RO7DE
2489,493,497,30,1,,138,DELIVERED,Correo Argentino,TRK-FB0NVD8DLN
2490,208,210,1358,1,,1719,SHIPPED,Correo Argentino,TRK-LXMDWWJ6U3
2491,294,301,569,1,,2913,DELIVERED,Correo Argentino,TRK-YTHW44W99L
2492,247,248,459,2,1,1,DELIVERED,PICKUP,
2493,595,599,870,1,,848,DELIVERED,Correo Argentino,TRK-TNUZLYFFNX
2494,,,1123,1,,1239,CANCELLED,Correo Argentino,
2495,373,374,146,2,3,3,SHIPPED,PICKUP,
2496,66,67,826,2,1,1,DELIVERED,PICKUP,
2497,32,35,1228,1,,13,SHIPPED,Correo Argentino,TRK-KF9OOM03XL
2498,108,111,495,1,,1596,DELIVERED,Correo Argentino,TRK-ANNAFI835J
2499,127,128,1159,2,1,1,DELIVERED,PICKUP,
2500,530,532,1344,1,,1759,DELIVERED,Correo Argentino,TRK-2HYJRAM9X5
2501,271,278,847,1,,1824,SHIPPED,Correo Argentino,TRK-RF4VB7QXC3
2502,271,274,690,1,,289,SHIPPED,Correo Argentino,TRK-BVS8703MZS
2503,531,536,985,1,,2035,DELIVERED,Correo Argentino,TRK-BPJUFKWCUW
2504,440,441,1413,2,2,2,SHIPPED,PICKUP,
2505,97,98,1280,2,3,3,DELIVERED,PICKUP,
2506,445,452,1130,1,,3196,DELIVERED,Correo Argentino,TRK-TSBDPXC82S
2507,550,552,247,1,,3091,DELIVERED,Correo Argentino,TRK-9T57L9JAQ8
2508,609,610,666,2,1,1,DELIVERED,PICKUP,
2509,218,220,995,1,,1395,DELIVERED,Correo Argentino,TRK-F44A7549MT
2510,,,1081,1,,794,CANCELLED,Correo Argentino,
2511,290,294,723,1,,1777,DELIVERED,Correo Argentino,TRK-1Y47UC3T4X
2512,79,80,1284,2,1,1,SHIPPED,PICKUP,
2513,351,352,1372,2,4,4,DELIVERED,PICKUP,
2514,304,308,397,1,,1948,DELIVERED,Correo Argentino,TRK-TWK4T1WMRN
2515,194,196,508,1,,1168,SHIPPED,Correo Argentino,TRK-D7TFP98G4Z
2516,512,513,1212,2,1,1,DELIVERED,PICKUP,
2517,60,63,765,1,,2221,SHIPPED,Correo Argentino,TRK-UG4HR93J4I
2518,413,418,444,1,,2213,DELIVERED,Correo Argentino,TRK-R53LB6P3IJ
2519,233,236,798,1,,2138,DELIVERED,Correo Argentino,TRK-UAA3KJJ2WW
2520,217,218,1380,2,2,2,DELIVERED,PICKUP,
2521,177,181,260,1,,153,SHIPPED,Correo Argentino,TRK-TU7RILU2KO
2522,564,566,25,1,,2426,DELIVERED,Correo Argentino,TRK-WT2F7W90V8
2523,558,559,1301,2,2,2,DELIVERED,PICKUP,
2524,102,103,600,2,4,4,DELIVERED,PICKUP,
2525,61,64,678,1,,2327,DELIVERED,Correo Argentino,TRK-5D0YILLOY2
2526,578,580,1500,1,,2014,SHIPPED,Correo Argentino,TRK-NU9CSWZQ2A
2527,460,463,1414,1,,2734,DELIVERED,Correo Argentino,TRK-VA2UTF1ASK
2528,533,538,490,1,,1366,DELIVERED,Correo Argentino,TRK-3BH1KJKFHF
2529,455,460,932,1,,1437,DELIVERED,Correo Argentino,TRK-HBI1S0PYZ2
2530,47,48,812,2,1,1,DELIVERED,PICKUP,
2531,253,258,1160,1,,982,DELIVERED,Correo Argentino,TRK-O776VX60RA
2532,374,377,290,1,,2764,SHIPPED,Correo Argentino,TRK-TDUY18QDDV
2533,531,536,891,1,,1956,DELIVERED,Correo Argentino,TRK-E9K7FW0A0Y
2534,162,166,870,1,,2098,DELIVERED,Correo Argentino,TRK-VNCA1P5JRF
2535,9,10,991,2,2,2,DELIVERED,PICKUP,
2536,122,124,793,1,,2704,DELIVERED,Correo Argentino,TRK-8IKDO57XSU
2537,170,174,741,1,,419,SHIPPED,Correo Argentino,TRK-XUHF228N9A
2538,489,492,229,1,,2691,DELIVERED,Correo Argentino,TRK-3S7BZ5OU70
2539,,,177,2,2,2,CANCELLED,PICKUP,
2540,71,74,706,1,,45,DELIVERED,Correo Argentino,TRK-30X30W3OQ5
2541,66,69,665,1,,2388,DELIVERED,Correo Argentino,TRK-OWG5O8WSM6
2542,363,364,510,2,2,2,DELIVERED,PICKUP,
2543,259,261,1172,1,,927,DELIVERED,Correo Argentino,TRK-324KH38HSL
2544,326,327,392,2,2,2,DELIVERED,PICKUP,
2545,509,513,163,1,,2639,DELIVERED,Correo Argentino,TRK-J3H9B6SMN1
2546,380,385,918,1,,851,DELIVERED,Correo Argentino,TRK-0EKS0YDA4K
2547,40,41,788,2,2,2,SHIPPED,PICKUP,
2548,202,207,1008,1,,1553,DELIVERED,Correo Argentino,TRK-NRE2Q2Z6JM
2549,622,624,157,1,,2495,DELIVERED,Correo Argentino,TRK-81ZBW3YD57
2550,127,131,1387,1,,1038,DELIVERED,Correo Argentino,TRK-KD7926PWBA
2551,,,448,1,,1284,CANCELLED,Correo Argentino,
2552,210,213,180,1,,971,DELIVERED,Correo Argentino,TRK-N39S5I43K2
2553,263,265,988,1,,2243,DELIVERED,Correo Argentino,TRK-OB4WEYYLS2
2554,628,631,1133,1,,1758,DELIVERED,Correo Argentino,TRK-VFBL3XG6FB
2555,189,192,441,1,,1660,DELIVERED,Correo Argentino,TRK-0J3SO4ASLR
2556,217,222,44,1,,104,DELIVERED,Correo Argentino,TRK-5ABZ76NQ0R
2557,508,510,194,1,,870,SHIPPED,Correo Argentino,TRK-RB2IL056E8
2558,135,138,622,1,,2814,DELIVERED,Correo Argentino,TRK-O7NPLGIHJF
2559,416,419,81,1,,620,DELIVERED,Correo Argentino,TRK-51T3SGA6T9
2560,604,607,525,1,,542,READY,Correo Argentino,TRK-0LN6TFJNTH
2561,489,490,204,2,2,2,DELIVERED,PICKUP,
2562,336,337,1393,2,2,2,DELIVERED,PICKUP,
2563,174,177,1057,1,,3025,DELIVERED,Correo Argentino,TRK-OFC7R77KWK
2564,355,362,310,1,,2903,DELIVERED,Correo Argentino,TRK-33P9AYXCW8
2565,17,21,358,1,,2650,DELIVERED,Correo Argentino,TRK-N0ESSDLA8D
2566,194,197,1271,1,,2331,DELIVERED,Correo Argentino,TRK-RYE76VOJI9
2567,504,507,1158,1,,1563,DELIVERED,Correo Argentino,TRK-DAC25YAXFP
2568,550,551,492,2,4,4,SHIPPED,PICKUP,
2569,389,391,1207,1,,2890,DELIVERED,Correo Argentino,TRK-5M3AWOJDQI
2570,495,496,1015,2,3,3,DELIVERED,PICKUP,
2571,353,354,698,2,2,2,DELIVERED,PICKUP,
2572,407,408,860,2,4,4,DELIVERED,PICKUP,
2573,370,372,1258,1,,2191,DELIVERED,Correo Argentino,TRK-WFUHW24DP6
2574,324,327,1032,1,,1100,DELIVERED,Correo Argentino,TRK-N8L812CPLB
2575,624,627,26,1,,1110,DELIVERED,Correo Argentino,TRK-WZKL8RJHJS
2576,210,213,268,1,,1514,DELIVERED,Correo Argentino,TRK-X86JRNDJW5
2577,125,127,1242,1,,367,DELIVERED,Correo Argentino,TRK-LPGUT1PV0B
2578,98,102,393,1,,256,SHIPPED,Correo Argentino,TRK-QLD56PX9Q2
2579,255,256,99,2,4,4,READY,PICKUP,
2580,631,633,518,1,,2453,DELIVERED,Correo Argentino,TRK-DUJY23QIGT
2581,251,257,420,1,,350,DELIVERED,Correo Argentino,TRK-9JLJMQDHE8
2582,63,64,323,2,3,3,DELIVERED,PICKUP,
2583,55,59,1359,1,,2510,DELIVERED,Correo Argentino,TRK-ABWOKHEP9M
2584,398,400,988,1,,1544,DELIVERED,Correo Argentino,TRK-1H68IM4GRU
2585,404,405,687,2,3,3,DELIVERED,PICKUP,
2586,,,395,1,,197,CANCELLED,Correo Argentino,
2587,355,356,35,2,3,3,DELIVERED,PICKUP,
2588,429,430,264,2,2,2,DELIVERED,PICKUP,
2589,288,290,1085,1,,3157,DELIVERED,Correo Argentino,TRK-I1KAVNJZO0
2590,318,321,1023,1,,261,DELIVERED,Correo Argentino,TRK-2WNPQF4EGY
2591,,,789,1,,900,CANCELLED,Correo Argentino,
2592,567,568,524,2,2,2,DELIVERED,PICKUP,
2593,168,173,189,1,,2593,SHIPPED,Correo Argentino,TRK-71LAVRFVRI
2594,,,806,2,4,4,CANCELLED,PICKUP,
2595,269,271,1241,1,,2779,DELIVERED,Correo Argentino,TRK-LZZ4NVKVYL
2596,40,45,1210,1,,436,DELIVERED,Correo Argentino,TRK-DC6CY9Q5YH
2597,,,1034,1,,1676,CANCELLED,Correo Argentino,
2598,,,653,2,1,1,CANCELLED,PICKUP,
2599,111,112,662,2,1,1,DELIVERED,PICKUP,
2600,281,282,726,2,3,3,SHIPPED,PICKUP,
2601,414,417,1306,1,,347,DELIVERED,Correo Argentino,TRK-N43ROGLF1S
2602,,,1383,2,3,3,CANCELLED,PICKUP,
2603,,,489,1,,425,CANCELLED,Correo Argentino,
2604,553,556,1476,1,,1072,DELIVERED,Correo Argentino,TRK-94WM3BK6CW
2605,145,146,90,2,3,3,DELIVERED,PICKUP,
2606,19,23,938,1,,18,DELIVERED,Correo Argentino,TRK-GCDRZJTSJW
2607,16,21,1239,1,,146,DELIVERED,Correo Argentino,TRK-6WECBCNT6G
2608,217,218,594,2,4,4,DELIVERED,PICKUP,
2609,169,170,1277,2,4,4,DELIVERED,PICKUP,
2610,600,605,1386,1,,503,DELIVERED,Correo Argentino,TRK-N078C74TUL
2611,311,313,88,1,,1212,DELIVERED,Correo Argentino,TRK-DH1VG86NXB
2612,304,309,1274,1,,440,SHIPPED,Correo Argentino,TRK-LYL4UJL7CT
2613,565,566,1083,2,2,2,DELIVERED,PICKUP,
2614,230,233,405,1,,105,DELIVERED,Correo Argentino,TRK-QBZHCAODSA
2615,414,415,1206,2,1,1,SHIPPED,PICKUP,
2616,270,273,427,1,,991,DELIVERED,Correo Argentino,TRK-X03ZBY1OFM
2617,625,629,1230,1,,2873,DELIVERED,Correo Argentino,TRK-0XGRWD02PA
2618,505,506,119,2,3,3,DELIVERED,PICKUP,
2619,172,174,1305,1,,3100,DELIVERED,Correo Argentino,TRK-R43SFFPPSI
2620,627,628,1274,2,3,3,DELIVERED,PICKUP,
2621,,,77,1,,2591,CANCELLED,Correo Argentino,
2622,468,473,136,1,,2293,DELIVERED,Correo Argentino,TRK-08VYVTE9IG
2623,75,76,782,2,2,2,DELIVERED,PICKUP,
2624,201,206,293,1,,2170,DELIVERED,Correo Argentino,TRK-J90OU4U1PT
2625,309,310,481,2,3,3,SHIPPED,PICKUP,
2626,400,403,593,1,,903,DELIVERED,Correo Argentino,TRK-IGMG55CT9D
2627,143,146,617,1,,913,DELIVERED,Correo Argentino,TRK-UBXFHS1B3E
2628,311,312,1021,2,1,1,DELIVERED,PICKUP,
2629,102,103,382,2,2,2,DELIVERED,PICKUP,
2630,306,307,1356,2,4,4,DELIVERED,PICKUP,
2631,499,504,464,1,,55,DELIVERED,Correo Argentino,TRK-VSMMNVFH3N
2632,28,32,618,1,,1397,DELIVERED,Correo Argentino,TRK-TIVKSJ6LVP
2633,296,297,950,2,3,3,DELIVERED,PICKUP,
2634,159,160,1371,2,1,1,DELIVERED,PICKUP,
2635,53,54,1007,2,2,2,DELIVERED,PICKUP,
2636,481,484,48,1,,845,DELIVERED,Correo Argentino,TRK-JQBKV6TBAL
2637,344,345,1231,2,2,2,SHIPPED,PICKUP,
2638,180,181,1143,2,2,2,READY,PICKUP,
2639,424,425,1374,2,3,3,DELIVERED,PICKUP,
2640,315,319,1014,1,,2787,DELIVERED,Correo Argentino,TRK-EL8FM4595R
2641,345,350,1161,1,,2384,SHIPPED,Correo Argentino,TRK-DDUCM1EWLN
2642,156,159,423,1,,310,DELIVERED,Correo Argentino,TRK-Q7WKR78ACJ
2643,11,15,52,1,,1047,DELIVERED,Correo Argentino,TRK-BUESEKOU2C
2644,575,578,1112,1,,1065,DELIVERED,Correo Argentino,TRK-9HNYUPR69Y
2645,246,253,1046,1,,450,DELIVERED,Correo Argentino,TRK-NZB1FU8A5W
2646,361,362,555,2,3,3,DELIVERED,PICKUP,
2647,420,423,24,1,,3173,DELIVERED,Correo Argentino,TRK-WB5XV5SIOQ
2648,132,133,506,2,2,2,DELIVERED,PICKUP,
2649,338,341,1211,1,,74,SHIPPED,Correo Argentino,TRK-8FL7GAG6CB
2650,200,203,859,1,,2355,DELIVERED,Correo Argentino,TRK-78JO9N0JZ0
2651,316,319,1376,1,,882,DELIVERED,Correo Argentino,TRK-GHPJXCBHAA
2652,521,522,83,2,1,1,DELIVERED,PICKUP,
2653,609,614,284,1,,1706,DELIVERED,Correo Argentino,TRK-CGQESDNC1K
2654,399,400,517,2,1,1,SHIPPED,PICKUP,
2655,97,98,521,2,1,1,DELIVERED,PICKUP,
2656,27,31,585,1,,1233,DELIVERED,Correo Argentino,TRK-3KMZ5YUGUR
2657,225,226,282,2,3,3,DELIVERED,PICKUP,
2658,495,496,1234,2,1,1,DELIVERED,PICKUP,
2659,154,155,1350,2,4,4,DELIVERED,PICKUP,
2660,491,493,31,1,,45,SHIPPED,Correo Argentino,TRK-DIMUD48OH9
2661,360,364,1356,1,,31,READY,Correo Argentino,TRK-7D1PXG3KZQ
2662,440,443,1392,1,,1999,DELIVERED,Correo Argentino,TRK-OS7KJKA8P3
2663,475,476,702,2,4,4,DELIVERED,PICKUP,
2664,22,25,1414,1,,1536,SHIPPED,Correo Argentino,TRK-PMZPOK6VWE
2665,205,207,216,1,,1566,SHIPPED,Correo Argentino,TRK-ZPL7PSYQ2V
2666,422,427,87,1,,781,SHIPPED,Correo Argentino,TRK-PQ3C4R1OBE
2667,216,217,173,2,2,2,DELIVERED,PICKUP,
2668,33,34,767,2,2,2,DELIVERED,PICKUP,
2669,637,641,49,1,,2812,DELIVERED,Correo Argentino,TRK-CG21FOGSPE
2670,370,372,706,1,,2407,DELIVERED,Correo Argentino,TRK-PUUDJU63O9
2671,,,1456,1,,1944,CANCELLED,Correo Argentino,
2672,,,87,2,1,1,CANCELLED,PICKUP,
2673,428,429,1066,2,3,3,SHIPPED,PICKUP,
2674,125,126,1398,2,3,3,DELIVERED,PICKUP,
2675,256,259,544,1,,1899,DELIVERED,Correo Argentino,TRK-7UXYMBNMMM
2676,133,135,135,1,,632,DELIVERED,Correo Argentino,TRK-TJYQKUU2LT
2677,373,376,806,1,,384,DELIVERED,Correo Argentino,TRK-NINW8AZ1XU
2678,491,493,1230,1,,1660,DELIVERED,Correo Argentino,TRK-0JLOEV8IK1
2679,66,69,995,1,,318,DELIVERED,Correo Argentino,TRK-G36Q6NMBU0
2680,483,484,629,2,1,1,DELIVERED,PICKUP,
